invoice,customer_id,country,invoice_date,invoice_date_only,invoice_year,invoice_month,invoice_yearmonth,day_of_week,line_item_count,distinct_products,total_quantity,order_revenue
533849,15805,United Kingdom,2010-11-19 11:27:00,2010-11-19,2010,11,2010-11,Friday,26,26,374,551.5
533860,14813,United Kingdom,2010-11-19 11:32:00,2010-11-19,2010,11,2010-11,Friday,50,45,200,300.37
533862,15838,United Kingdom,2010-11-19 11:32:00,2010-11-19,2010,11,2010-11,Friday,2,2,1632,620.16
533877,16161,United Kingdom,2010-11-19 11:37:00,2010-11-19,2010,11,2010-11,Friday,52,52,483,867.3
533879,12748,United Kingdom,2010-11-19 11:37:00,2010-11-19,2010,11,2010-11,Friday,12,12,53,103.34
533880,18259,United Kingdom,2010-11-19 11:40:00,2010-11-19,2010,11,2010-11,Friday,7,7,132,454.2
533885,12748,United Kingdom,2010-11-19 11:42:00,2010-11-19,2010,11,2010-11,Friday,27,25,110,126.52
533896,16279,United Kingdom,2010-11-19 11:48:00,2010-11-19,2010,11,2010-11,Friday,46,46,354,786.08
533898,15129,United Kingdom,2010-11-19 11:48:00,2010-11-19,2010,11,2010-11,Friday,11,11,149,336.35
533904,16936,United Kingdom,2010-11-19 11:54:00,2010-11-19,2010,11,2010-11,Friday,83,81,168,286.39
533906,17360,United Kingdom,2010-11-19 11:55:00,2010-11-19,2010,11,2010-11,Friday,19,19,42,186.9
533915,16393,United Kingdom,2010-11-19 11:58:00,2010-11-19,2010,11,2010-11,Friday,17,17,68,149.15
533920,17360,United Kingdom,2010-11-19 12:00:00,2010-11-19,2010,11,2010-11,Friday,31,30,111,210.44
533934,17864,United Kingdom,2010-11-19 12:04:00,2010-11-19,2010,11,2010-11,Friday,16,16,70,114.71
533947,17862,United Kingdom,2010-11-19 12:09:00,2010-11-19,2010,11,2010-11,Friday,39,38,73,207.22
533948,17346,United Kingdom,2010-11-19 12:09:00,2010-11-19,2010,11,2010-11,Friday,24,24,58,116.23
533949,12553,France,2010-11-19 12:18:00,2010-11-19,2010,11,2010-11,Friday,21,21,174,342.48
533950,14217,United Kingdom,2010-11-19 12:35:00,2010-11-19,2010,11,2010-11,Friday,5,5,33,76.15
533951,16814,United Kingdom,2010-11-19 12:42:00,2010-11-19,2010,11,2010-11,Friday,9,9,116,167.8
533952,12643,France,2010-11-19 12:42:00,2010-11-19,2010,11,2010-11,Friday,7,7,1144,1660.08
533953,13756,United Kingdom,2010-11-19 12:43:00,2010-11-19,2010,11,2010-11,Friday,18,18,560,1050.76
533954,16599,United Kingdom,2010-11-19 12:45:00,2010-11-19,2010,11,2010-11,Friday,12,12,159,172.8
533955,17756,United Kingdom,2010-11-19 12:45:00,2010-11-19,2010,11,2010-11,Friday,28,27,143,308.69
533956,12682,France,2010-11-19 12:50:00,2010-11-19,2010,11,2010-11,Friday,22,22,272,238.11
533957,16885,United Kingdom,2010-11-19 12:51:00,2010-11-19,2010,11,2010-11,Friday,39,39,179,232.94
533959,12921,United Kingdom,2010-11-19 12:56:00,2010-11-19,2010,11,2010-11,Friday,40,40,508,1040.0
533960,17241,United Kingdom,2010-11-19 13:01:00,2010-11-19,2010,11,2010-11,Friday,7,7,24,163.6
533961,16010,United Kingdom,2010-11-19 13:01:00,2010-11-19,2010,11,2010-11,Friday,19,19,65,123.24
533962,16535,United Kingdom,2010-11-19 13:01:00,2010-11-19,2010,11,2010-11,Friday,39,35,307,358.29
533963,16010,United Kingdom,2010-11-19 13:04:00,2010-11-19,2010,11,2010-11,Friday,6,6,10,9.58
533967,13156,United Kingdom,2010-11-19 13:09:00,2010-11-19,2010,11,2010-11,Friday,19,19,158,346.94
533968,13884,United Kingdom,2010-11-19 13:14:00,2010-11-19,2010,11,2010-11,Friday,46,46,111,227.43
533969,18022,United Kingdom,2010-11-19 13:16:00,2010-11-19,2010,11,2010-11,Friday,56,53,103,237.19
533971,12755,Japan,2010-11-19 13:19:00,2010-11-19,2010,11,2010-11,Friday,1,1,5,14.75
533972,12408,Belgium,2010-11-19 13:21:00,2010-11-19,2010,11,2010-11,Friday,27,27,472,823.06
533973,15421,United Kingdom,2010-11-19 13:21:00,2010-11-19,2010,11,2010-11,Friday,90,89,407,791.01
533974,15483,United Kingdom,2010-11-19 13:24:00,2010-11-19,2010,11,2010-11,Friday,42,34,144,177.34
533975,15465,United Kingdom,2010-11-19 13:24:00,2010-11-19,2010,11,2010-11,Friday,15,15,102,431.4
533977,15311,United Kingdom,2010-11-19 13:31:00,2010-11-19,2010,11,2010-11,Friday,24,24,207,285.55
533978,12583,France,2010-11-19 13:35:00,2010-11-19,2010,11,2010-11,Friday,16,16,348,704.0
533979,17433,United Kingdom,2010-11-19 13:37:00,2010-11-19,2010,11,2010-11,Friday,39,39,120,266.8
533980,17386,United Kingdom,2010-11-19 13:40:00,2010-11-19,2010,11,2010-11,Friday,10,10,53,126.35
533981,18035,United Kingdom,2010-11-19 13:42:00,2010-11-19,2010,11,2010-11,Friday,7,7,520,540.04
533982,17861,United Kingdom,2010-11-19 13:43:00,2010-11-19,2010,11,2010-11,Friday,9,9,120,540.0
533983,18035,United Kingdom,2010-11-19 13:46:00,2010-11-19,2010,11,2010-11,Friday,1,1,30,6.3
533984,13297,United Kingdom,2010-11-19 13:49:00,2010-11-19,2010,11,2010-11,Friday,3,3,120,306.0
533986,18036,United Kingdom,2010-11-19 13:52:00,2010-11-19,2010,11,2010-11,Friday,33,33,161,280.76
533987,14911,EIRE,2010-11-19 13:54:00,2010-11-19,2010,11,2010-11,Friday,6,6,52,170.2
533988,18036,United Kingdom,2010-11-19 13:56:00,2010-11-19,2010,11,2010-11,Friday,6,6,10,29.7
533989,13408,United Kingdom,2010-11-19 13:58:00,2010-11-19,2010,11,2010-11,Friday,9,9,366,643.62
533990,14209,United Kingdom,2010-11-19 13:58:00,2010-11-19,2010,11,2010-11,Friday,10,10,39,178.95
533991,13408,United Kingdom,2010-11-19 14:00:00,2010-11-19,2010,11,2010-11,Friday,1,1,24,30.0
533996,17865,United Kingdom,2010-11-19 14:14:00,2010-11-19,2010,11,2010-11,Friday,61,61,693,1563.65
533999,16228,United Kingdom,2010-11-19 14:20:00,2010-11-19,2010,11,2010-11,Friday,13,13,299,437.37
534002,17735,United Kingdom,2010-11-19 14:26:00,2010-11-19,2010,11,2010-11,Friday,18,18,167,461.73
534003,17589,United Kingdom,2010-11-19 14:27:00,2010-11-19,2010,11,2010-11,Friday,80,71,370,717.63
534008,12978,United Kingdom,2010-11-19 14:29:00,2010-11-19,2010,11,2010-11,Friday,29,29,274,556.36
534011,17873,United Kingdom,2010-11-19 14:30:00,2010-11-19,2010,11,2010-11,Friday,12,12,558,622.56
534020,15846,United Kingdom,2010-11-19 14:40:00,2010-11-19,2010,11,2010-11,Friday,29,27,79,107.01
534021,17412,United Kingdom,2010-11-19 14:54:00,2010-11-19,2010,11,2010-11,Friday,12,12,87,212.7
534028,13434,United Kingdom,2010-11-19 15:09:00,2010-11-19,2010,11,2010-11,Friday,6,6,216,416.52
534030,12721,France,2010-11-19 15:13:00,2010-11-19,2010,11,2010-11,Friday,35,35,419,569.4
534033,12874,Belgium,2010-11-19 15:23:00,2010-11-19,2010,11,2010-11,Friday,21,21,248,414.16
534034,16422,United Kingdom,2010-11-19 15:41:00,2010-11-19,2010,11,2010-11,Friday,9,9,814,616.02
534035,13124,United Kingdom,2010-11-19 15:50:00,2010-11-19,2010,11,2010-11,Friday,61,56,619,885.33
534036,13027,United Kingdom,2010-11-19 15:51:00,2010-11-19,2010,11,2010-11,Friday,1,1,1680,672.0
534037,16346,United Kingdom,2010-11-19 15:55:00,2010-11-19,2010,11,2010-11,Friday,15,15,289,224.51
534039,14616,United Kingdom,2010-11-19 16:33:00,2010-11-19,2010,11,2010-11,Friday,1,1,16,79.2
534040,17659,United Kingdom,2010-11-19 16:38:00,2010-11-19,2010,11,2010-11,Friday,1,1,6,22.5
534041,17648,United Kingdom,2010-11-19 16:41:00,2010-11-19,2010,11,2010-11,Friday,34,34,467,418.87
534044,12748,United Kingdom,2010-11-19 16:52:00,2010-11-19,2010,11,2010-11,Friday,1,1,1,2.1
534046,17493,United Kingdom,2010-11-19 16:57:00,2010-11-19,2010,11,2010-11,Friday,8,8,62,100.91
534047,17432,United Kingdom,2010-11-19 17:01:00,2010-11-19,2010,11,2010-11,Friday,21,21,101,124.87
534048,13089,United Kingdom,2010-11-19 17:18:00,2010-11-19,2010,11,2010-11,Friday,2,2,192,1190.4
534049,12578,Italy,2010-11-19 17:21:00,2010-11-19,2010,11,2010-11,Friday,18,18,492,724.08
534050,17243,United Kingdom,2010-11-21 10:08:00,2010-11-21,2010,11,2010-11,Sunday,17,17,147,332.61
534051,17335,United Kingdom,2010-11-21 10:17:00,2010-11-21,2010,11,2010-11,Sunday,16,15,119,353.23
534052,12748,United Kingdom,2010-11-21 10:27:00,2010-11-21,2010,11,2010-11,Sunday,10,10,14,28.0
534053,16010,United Kingdom,2010-11-21 10:35:00,2010-11-21,2010,11,2010-11,Sunday,19,19,58,116.15
534054,16746,United Kingdom,2010-11-21 10:38:00,2010-11-21,2010,11,2010-11,Sunday,53,51,267,494.4
534055,14961,United Kingdom,2010-11-21 10:40:00,2010-11-21,2010,11,2010-11,Sunday,14,14,264,553.2
534056,15561,United Kingdom,2010-11-21 10:40:00,2010-11-21,2010,11,2010-11,Sunday,5,5,68,100.2
534057,17548,United Kingdom,2010-11-21 10:42:00,2010-11-21,2010,11,2010-11,Sunday,12,12,206,302.58
534058,14911,EIRE,2010-11-21 10:47:00,2010-11-21,2010,11,2010-11,Sunday,7,7,46,125.3
534059,17796,United Kingdom,2010-11-21 10:49:00,2010-11-21,2010,11,2010-11,Sunday,50,50,70,229.55
534060,14180,United Kingdom,2010-11-21 10:51:00,2010-11-21,2010,11,2010-11,Sunday,7,7,20,236.0
534061,12967,United Kingdom,2010-11-21 11:03:00,2010-11-21,2010,11,2010-11,Sunday,46,46,474,1277.62
534062,16326,United Kingdom,2010-11-21 11:03:00,2010-11-21,2010,11,2010-11,Sunday,46,45,84,227.35
534064,16768,United Kingdom,2010-11-21 11:06:00,2010-11-21,2010,11,2010-11,Sunday,18,18,135,224.5
534065,12887,United Kingdom,2010-11-21 11:18:00,2010-11-21,2010,11,2010-11,Sunday,13,13,100,222.4
534066,17920,United Kingdom,2010-11-21 11:28:00,2010-11-21,2010,11,2010-11,Sunday,89,82,213,371.57
534067,16466,United Kingdom,2010-11-21 11:30:00,2010-11-21,2010,11,2010-11,Sunday,14,14,72,119.34
534068,12728,France,2010-11-21 11:34:00,2010-11-21,2010,11,2010-11,Sunday,14,14,122,197.84
534069,15611,United Kingdom,2010-11-21 11:35:00,2010-11-21,2010,11,2010-11,Sunday,2,2,13,68.55
534070,17540,United Kingdom,2010-11-21 11:37:00,2010-11-21,2010,11,2010-11,Sunday,12,12,171,412.35
534071,16934,United Kingdom,2010-11-21 11:39:00,2010-11-21,2010,11,2010-11,Sunday,23,23,106,378.5
534072,15885,United Kingdom,2010-11-21 11:40:00,2010-11-21,2010,11,2010-11,Sunday,1,1,10,127.5
534073,13873,United Kingdom,2010-11-21 11:47:00,2010-11-21,2010,11,2010-11,Sunday,9,9,87,121.65
534083,13668,United Kingdom,2010-11-21 11:52:00,2010-11-21,2010,11,2010-11,Sunday,41,40,346,540.6
534091,14499,United Kingdom,2010-11-21 11:58:00,2010-11-21,2010,11,2010-11,Sunday,46,45,218,358.56
534108,13275,United Kingdom,2010-11-21 12:09:00,2010-11-21,2010,11,2010-11,Sunday,4,4,10,61.5
534109,14293,United Kingdom,2010-11-21 12:09:00,2010-11-21,2010,11,2010-11,Sunday,19,19,164,466.3
534111,14293,United Kingdom,2010-11-21 12:10:00,2010-11-21,2010,11,2010-11,Sunday,5,5,24,130.8
534112,16792,United Kingdom,2010-11-21 12:11:00,2010-11-21,2010,11,2010-11,Sunday,21,20,93,145.89
534114,17769,United Kingdom,2010-11-21 12:11:00,2010-11-21,2010,11,2010-11,Sunday,53,52,372,779.62
534141,16791,United Kingdom,2010-11-21 12:21:00,2010-11-21,2010,11,2010-11,Sunday,75,75,285,511.99
534143,14911,EIRE,2010-11-21 12:21:00,2010-11-21,2010,11,2010-11,Sunday,9,9,63,175.05
534154,16007,United Kingdom,2010-11-21 12:29:00,2010-11-21,2010,11,2010-11,Sunday,109,107,303,454.58
534155,17618,United Kingdom,2010-11-21 12:31:00,2010-11-21,2010,11,2010-11,Sunday,37,37,121,292.2
534156,14156,EIRE,2010-11-21 12:38:00,2010-11-21,2010,11,2010-11,Sunday,12,12,107,272.53
534157,15860,United Kingdom,2010-11-21 12:39:00,2010-11-21,2010,11,2010-11,Sunday,29,25,212,230.88
534158,13988,United Kingdom,2010-11-21 12:40:00,2010-11-21,2010,11,2010-11,Sunday,43,38,173,299.64
534160,12858,United Kingdom,2010-11-21 12:55:00,2010-11-21,2010,11,2010-11,Sunday,37,36,51,147.27
534161,17096,United Kingdom,2010-11-21 12:59:00,2010-11-21,2010,11,2010-11,Sunday,15,15,105,306.85
534162,15155,United Kingdom,2010-11-21 12:59:00,2010-11-21,2010,11,2010-11,Sunday,24,24,192,383.97
534163,14512,United Kingdom,2010-11-21 13:00:00,2010-11-21,2010,11,2010-11,Sunday,16,16,306,317.01
534164,16241,United Kingdom,2010-11-21 13:13:00,2010-11-21,2010,11,2010-11,Sunday,160,153,386,733.01
534165,16411,United Kingdom,2010-11-21 13:13:00,2010-11-21,2010,11,2010-11,Sunday,40,40,129,205.02
534166,17702,United Kingdom,2010-11-21 13:15:00,2010-11-21,2010,11,2010-11,Sunday,22,22,301,490.49
534167,16979,United Kingdom,2010-11-21 13:23:00,2010-11-21,2010,11,2010-11,Sunday,10,10,185,347.55
534168,16367,United Kingdom,2010-11-21 13:23:00,2010-11-21,2010,11,2010-11,Sunday,96,90,460,549.81
534169,12724,France,2010-11-21 13:26:00,2010-11-21,2010,11,2010-11,Sunday,17,17,137,276.55
534170,17275,United Kingdom,2010-11-21 13:26:00,2010-11-21,2010,11,2010-11,Sunday,23,23,71,114.1
534171,13786,United Kingdom,2010-11-21 13:29:00,2010-11-21,2010,11,2010-11,Sunday,22,22,381,644.9
534172,14800,United Kingdom,2010-11-21 13:30:00,2010-11-21,2010,11,2010-11,Sunday,72,71,1172,1113.38
534173,17680,United Kingdom,2010-11-21 13:31:00,2010-11-21,2010,11,2010-11,Sunday,4,4,36,87.0
534174,12573,France,2010-11-21 13:35:00,2010-11-21,2010,11,2010-11,Sunday,21,21,83,126.11
534175,17322,United Kingdom,2010-11-21 13:36:00,2010-11-21,2010,11,2010-11,Sunday,38,34,80,167.85
534176,17244,United Kingdom,2010-11-21 13:42:00,2010-11-21,2010,11,2010-11,Sunday,12,11,368,108.9
534177,12872,United Kingdom,2010-11-21 13:46:00,2010-11-21,2010,11,2010-11,Sunday,44,41,143,278.85
534178,17244,United Kingdom,2010-11-21 13:46:00,2010-11-21,2010,11,2010-11,Sunday,36,35,99,155.19
534179,13484,United Kingdom,2010-11-21 13:48:00,2010-11-21,2010,11,2010-11,Sunday,20,20,68,311.14
534180,14895,United Kingdom,2010-11-21 13:51:00,2010-11-21,2010,11,2010-11,Sunday,21,20,161,225.61
534181,17244,United Kingdom,2010-11-21 13:53:00,2010-11-21,2010,11,2010-11,Sunday,20,20,279,346.4
534182,17706,United Kingdom,2010-11-21 13:57:00,2010-11-21,2010,11,2010-11,Sunday,21,20,88,194.45
534183,12705,Germany,2010-11-21 13:58:00,2010-11-21,2010,11,2010-11,Sunday,12,12,63,212.75
534184,12705,Germany,2010-11-21 13:59:00,2010-11-21,2010,11,2010-11,Sunday,25,25,329,543.4
534185,16726,United Kingdom,2010-11-21 14:04:00,2010-11-21,2010,11,2010-11,Sunday,45,43,192,382.91
534186,16946,United Kingdom,2010-11-21 14:06:00,2010-11-21,2010,11,2010-11,Sunday,12,12,98,186.1
534187,16501,United Kingdom,2010-11-21 14:10:00,2010-11-21,2010,11,2010-11,Sunday,199,181,628,1191.23
534188,17085,United Kingdom,2010-11-21 14:13:00,2010-11-21,2010,11,2010-11,Sunday,103,102,383,709.12
534189,12748,United Kingdom,2010-11-21 14:19:00,2010-11-21,2010,11,2010-11,Sunday,1,1,1,3.75
534190,12807,Sweden,2010-11-21 14:21:00,2010-11-21,2010,11,2010-11,Sunday,15,15,143,250.35
534191,17036,United Kingdom,2010-11-21 14:26:00,2010-11-21,2010,11,2010-11,Sunday,12,12,76,176.9
534192,13213,United Kingdom,2010-11-21 14:34:00,2010-11-21,2010,11,2010-11,Sunday,3,3,74,85.9
534193,15519,United Kingdom,2010-11-21 14:35:00,2010-11-21,2010,11,2010-11,Sunday,25,25,63,197.5
534194,13069,United Kingdom,2010-11-21 14:36:00,2010-11-21,2010,11,2010-11,Sunday,84,83,170,271.77
534195,17696,United Kingdom,2010-11-21 14:49:00,2010-11-21,2010,11,2010-11,Sunday,14,14,234,268.2
534196,17921,United Kingdom,2010-11-21 14:52:00,2010-11-21,2010,11,2010-11,Sunday,32,32,90,234.5
534197,16050,United Kingdom,2010-11-21 14:52:00,2010-11-21,2010,11,2010-11,Sunday,5,5,50,72.2
534198,15312,United Kingdom,2010-11-21 15:10:00,2010-11-21,2010,11,2010-11,Sunday,11,11,93,163.45
534200,15350,United Kingdom,2010-11-21 15:14:00,2010-11-21,2010,11,2010-11,Sunday,25,25,221,431.95
534201,13550,United Kingdom,2010-11-21 15:24:00,2010-11-21,2010,11,2010-11,Sunday,42,40,430,342.55
534202,14282,United Kingdom,2010-11-21 15:27:00,2010-11-21,2010,11,2010-11,Sunday,5,5,180,233.0
534203,14583,United Kingdom,2010-11-21 15:28:00,2010-11-21,2010,11,2010-11,Sunday,40,39,68,175.9
534204,15634,United Kingdom,2010-11-21 15:30:00,2010-11-21,2010,11,2010-11,Sunday,19,19,128,311.1
534205,15579,United Kingdom,2010-11-21 15:38:00,2010-11-21,2010,11,2010-11,Sunday,33,32,153,170.32
534208,18084,United Kingdom,2010-11-21 15:47:00,2010-11-21,2010,11,2010-11,Sunday,4,4,18,88.5
534209,14146,United Kingdom,2010-11-21 15:55:00,2010-11-21,2010,11,2010-11,Sunday,79,79,1393,2146.31
534210,18069,United Kingdom,2010-11-21 15:56:00,2010-11-21,2010,11,2010-11,Sunday,95,93,254,470.57
534211,13050,United Kingdom,2010-11-21 15:56:00,2010-11-21,2010,11,2010-11,Sunday,18,18,135,302.25
534212,13069,United Kingdom,2010-11-21 15:58:00,2010-11-21,2010,11,2010-11,Sunday,1,1,3,4.95
534213,16710,United Kingdom,2010-11-21 15:58:00,2010-11-21,2010,11,2010-11,Sunday,60,58,230,362.09
534214,16619,United Kingdom,2010-11-21 16:02:00,2010-11-21,2010,11,2010-11,Sunday,19,19,118,347.2
534215,16600,United Kingdom,2010-11-21 16:04:00,2010-11-21,2010,11,2010-11,Sunday,10,10,105,156.53
534216,14606,United Kingdom,2010-11-21 16:08:00,2010-11-21,2010,11,2010-11,Sunday,73,73,238,389.06
534217,13658,United Kingdom,2010-11-21 16:10:00,2010-11-21,2010,11,2010-11,Sunday,18,18,232,680.8
534218,17402,United Kingdom,2010-11-21 16:11:00,2010-11-21,2010,11,2010-11,Sunday,44,44,106,233.97
534219,13230,United Kingdom,2010-11-21 16:13:00,2010-11-21,2010,11,2010-11,Sunday,71,64,231,353.48
534220,15114,United Kingdom,2010-11-21 16:14:00,2010-11-21,2010,11,2010-11,Sunday,13,13,196,222.88
534221,16049,United Kingdom,2010-11-21 16:15:00,2010-11-21,2010,11,2010-11,Sunday,82,81,176,374.92
534222,14134,United Kingdom,2010-11-22 08:09:00,2010-11-22,2010,11,2010-11,Monday,8,8,328,842.0
534223,13577,United Kingdom,2010-11-22 08:11:00,2010-11-22,2010,11,2010-11,Monday,5,5,110,199.3
534224,15377,United Kingdom,2010-11-22 08:54:00,2010-11-22,2010,11,2010-11,Monday,4,4,57,303.15
534225,15377,United Kingdom,2010-11-22 08:55:00,2010-11-22,2010,11,2010-11,Monday,3,3,51,303.45
534227,14756,United Kingdom,2010-11-22 09:22:00,2010-11-22,2010,11,2010-11,Monday,20,20,212,479.1
534228,18210,United Kingdom,2010-11-22 09:39:00,2010-11-22,2010,11,2010-11,Monday,10,10,101,147.45
534229,17696,United Kingdom,2010-11-22 09:55:00,2010-11-22,2010,11,2010-11,Monday,4,4,55,94.2
534230,16156,United Kingdom,2010-11-22 09:57:00,2010-11-22,2010,11,2010-11,Monday,9,9,134,263.22
534232,17782,United Kingdom,2010-11-22 10:03:00,2010-11-22,2010,11,2010-11,Monday,27,27,520,641.52
534233,14911,EIRE,2010-11-22 10:06:00,2010-11-22,2010,11,2010-11,Monday,6,6,60,175.2
534234,16905,United Kingdom,2010-11-22 10:22:00,2010-11-22,2010,11,2010-11,Monday,13,12,80,222.4
534235,13086,United Kingdom,2010-11-22 10:28:00,2010-11-22,2010,11,2010-11,Monday,47,47,155,439.33
534236,13936,United Kingdom,2010-11-22 10:34:00,2010-11-22,2010,11,2010-11,Monday,8,8,90,154.9
534237,13748,United Kingdom,2010-11-22 10:38:00,2010-11-22,2010,11,2010-11,Monday,4,4,100,166.2
534238,17730,United Kingdom,2010-11-22 10:41:00,2010-11-22,2010,11,2010-11,Monday,33,33,581,515.83
534239,17251,United Kingdom,2010-11-22 10:42:00,2010-11-22,2010,11,2010-11,Monday,21,20,111,222.75
534240,17491,United Kingdom,2010-11-22 10:42:00,2010-11-22,2010,11,2010-11,Monday,7,7,324,396.84
534242,17029,United Kingdom,2010-11-22 10:46:00,2010-11-22,2010,11,2010-11,Monday,1,1,100,165.0
534244,16972,United Kingdom,2010-11-22 10:59:00,2010-11-22,2010,11,2010-11,Monday,49,42,115,472.05
534257,14419,United Kingdom,2010-11-22 11:09:00,2010-11-22,2010,11,2010-11,Monday,23,23,69,202.85
534270,17782,United Kingdom,2010-11-22 11:15:00,2010-11-22,2010,11,2010-11,Monday,2,2,18,37.5
534279,13426,United Kingdom,2010-11-22 11:22:00,2010-11-22,2010,11,2010-11,Monday,12,12,131,360.48
534285,16424,United Kingdom,2010-11-22 11:24:00,2010-11-22,2010,11,2010-11,Monday,8,8,124,309.5
534305,17491,United Kingdom,2010-11-22 11:32:00,2010-11-22,2010,11,2010-11,Monday,1,1,12,45.0
534321,15039,United Kingdom,2010-11-22 11:37:00,2010-11-22,2010,11,2010-11,Monday,61,60,369,807.85
534327,16005,United Kingdom,2010-11-22 11:39:00,2010-11-22,2010,11,2010-11,Monday,33,33,135,241.42
534346,18287,United Kingdom,2010-11-22 11:51:00,2010-11-22,2010,11,2010-11,Monday,9,9,186,331.5
534347,15024,United Kingdom,2010-11-22 11:52:00,2010-11-22,2010,11,2010-11,Monday,30,30,212,389.27
534361,16252,United Kingdom,2010-11-22 11:57:00,2010-11-22,2010,11,2010-11,Monday,21,21,158,295.09
534362,16200,United Kingdom,2010-11-22 11:57:00,2010-11-22,2010,11,2010-11,Monday,57,56,298,469.92
534364,12681,France,2010-11-22 11:58:00,2010-11-22,2010,11,2010-11,Monday,77,77,1097,1750.51
534366,16043,United Kingdom,2010-11-22 11:59:00,2010-11-22,2010,11,2010-11,Monday,4,4,120,172.8
534368,12841,United Kingdom,2010-11-22 11:59:00,2010-11-22,2010,11,2010-11,Monday,17,17,320,352.44
534371,15525,United Kingdom,2010-11-22 12:10:00,2010-11-22,2010,11,2010-11,Monday,24,24,140,155.85
534374,17730,United Kingdom,2010-11-22 12:26:00,2010-11-22,2010,11,2010-11,Monday,1,1,40,58.0
534375,14134,United Kingdom,2010-11-22 12:26:00,2010-11-22,2010,11,2010-11,Monday,8,8,178,663.8
534376,16430,United Kingdom,2010-11-22 12:27:00,2010-11-22,2010,11,2010-11,Monday,3,3,60,172.2
534377,16725,United Kingdom,2010-11-22 12:31:00,2010-11-22,2010,11,2010-11,Monday,20,19,24,96.79
534378,14461,United Kingdom,2010-11-22 12:33:00,2010-11-22,2010,11,2010-11,Monday,75,74,310,861.41
534379,14646,Netherlands,2010-11-22 12:36:00,2010-11-22,2010,11,2010-11,Monday,93,93,235,368.07
534380,17238,United Kingdom,2010-11-22 12:38:00,2010-11-22,2010,11,2010-11,Monday,33,32,96,140.62
534382,14585,United Kingdom,2010-11-22 12:44:00,2010-11-22,2010,11,2010-11,Monday,32,32,179,321.57
534383,14527,United Kingdom,2010-11-22 12:53:00,2010-11-22,2010,11,2010-11,Monday,56,56,100,360.31
534384,18145,United Kingdom,2010-11-22 12:55:00,2010-11-22,2010,11,2010-11,Monday,17,17,175,292.65
534385,16083,United Kingdom,2010-11-22 12:55:00,2010-11-22,2010,11,2010-11,Monday,3,3,126,323.7
534387,12649,Germany,2010-11-22 12:57:00,2010-11-22,2010,11,2010-11,Monday,25,25,361,441.74
534388,14994,United Kingdom,2010-11-22 12:59:00,2010-11-22,2010,11,2010-11,Monday,71,67,117,206.22
534391,15169,United Kingdom,2010-11-22 13:04:00,2010-11-22,2010,11,2010-11,Monday,10,10,131,213.05
534392,12633,Germany,2010-11-22 13:09:00,2010-11-22,2010,11,2010-11,Monday,33,33,267,554.7
534393,16013,United Kingdom,2010-11-22 13:09:00,2010-11-22,2010,11,2010-11,Monday,2,2,192,600.0
534394,13571,United Kingdom,2010-11-22 13:09:00,2010-11-22,2010,11,2010-11,Monday,25,25,115,177.93
534395,16013,United Kingdom,2010-11-22 13:12:00,2010-11-22,2010,11,2010-11,Monday,1,1,960,864.0
534396,15497,United Kingdom,2010-11-22 13:15:00,2010-11-22,2010,11,2010-11,Monday,31,31,716,2005.68
534397,16008,United Kingdom,2010-11-22 13:22:00,2010-11-22,2010,11,2010-11,Monday,22,22,416,665.17
534398,13889,United Kingdom,2010-11-22 13:25:00,2010-11-22,2010,11,2010-11,Monday,5,5,48,135.0
534399,15570,United Kingdom,2010-11-22 13:30:00,2010-11-22,2010,11,2010-11,Monday,17,17,116,313.0
534400,12843,United Kingdom,2010-11-22 13:31:00,2010-11-22,2010,11,2010-11,Monday,3,3,25,92.75
534401,16765,United Kingdom,2010-11-22 13:42:00,2010-11-22,2010,11,2010-11,Monday,51,51,307,420.75
534402,14825,United Kingdom,2010-11-22 13:48:00,2010-11-22,2010,11,2010-11,Monday,14,14,419,327.21
534403,14649,United Kingdom,2010-11-22 13:59:00,2010-11-22,2010,11,2010-11,Monday,109,101,419,737.04
534404,14048,United Kingdom,2010-11-22 14:08:00,2010-11-22,2010,11,2010-11,Monday,55,54,178,298.81
534405,17690,United Kingdom,2010-11-22 14:17:00,2010-11-22,2010,11,2010-11,Monday,9,9,82,238.72
534406,14048,United Kingdom,2010-11-22 14:21:00,2010-11-22,2010,11,2010-11,Monday,1,1,1,39.95
534407,16011,United Kingdom,2010-11-22 14:27:00,2010-11-22,2010,11,2010-11,Monday,15,15,78,172.6
534409,16996,United Kingdom,2010-11-22 14:33:00,2010-11-22,2010,11,2010-11,Monday,7,7,80,164.96
534410,16812,United Kingdom,2010-11-22 14:36:00,2010-11-22,2010,11,2010-11,Monday,52,52,691,1109.75
534411,16209,United Kingdom,2010-11-22 14:39:00,2010-11-22,2010,11,2010-11,Monday,12,12,74,205.3
534412,17757,United Kingdom,2010-11-22 14:44:00,2010-11-22,2010,11,2010-11,Monday,29,29,115,262.35
534413,18144,United Kingdom,2010-11-22 14:47:00,2010-11-22,2010,11,2010-11,Monday,6,6,78,302.1
534414,15590,United Kingdom,2010-11-22 14:49:00,2010-11-22,2010,11,2010-11,Monday,8,8,58,167.64
534432,18283,United Kingdom,2010-11-22 15:01:00,2010-11-22,2010,11,2010-11,Monday,55,55,102,163.15
534438,17894,United Kingdom,2010-11-22 15:08:00,2010-11-22,2010,11,2010-11,Monday,29,29,88,165.22
