customer_id,country,first_purchase_date,last_purchase_date,total_orders,active_months,total_products,total_quantity,lifetime_revenue,avg_order_value,recency_days
15580,United Kingdom,2010-02-07,2010-11-28,8,7,150,955,1375.39,171.92,376
15581,United Kingdom,2009-12-02,2011-07-06,34,13,541,3127,4777.5,140.51,156
15582,United Kingdom,2011-05-03,2011-11-15,3,3,39,453,682.91,227.64,24
15583,United Kingdom,2010-11-28,2010-11-28,1,1,37,56,95.96,95.96,376
15584,United Kingdom,2010-02-07,2011-11-16,6,6,174,483,1268.2,211.37,23
15585,United Kingdom,2011-06-16,2011-06-16,1,1,31,320,455.3,455.3,176
15586,United Kingdom,2010-01-08,2010-04-26,3,3,30,1338,1139.1,379.7,592
15587,United Kingdom,2010-08-05,2011-10-20,7,7,3,528,1522.08,217.44,50
15588,United Kingdom,2010-01-31,2010-01-31,1,1,4,96,579.6,579.6,677
15589,United Kingdom,2011-02-02,2011-03-29,3,2,28,243,478.53,159.51,255
15590,United Kingdom,2010-04-12,2010-11-22,5,4,75,832,1496.6,299.32,382
15591,United Kingdom,2010-02-04,2010-05-06,3,3,6,58,217.9,72.63,582
15592,United Kingdom,2011-10-24,2011-10-24,1,1,24,354,388.58,388.58,46
15593,United Kingdom,2011-09-30,2011-09-30,1,1,5,60,199.8,199.8,70
15594,United Kingdom,2011-04-19,2011-11-24,5,3,85,983,1771.78,354.36,15
15595,United Kingdom,2010-08-09,2010-08-09,1,1,4,144,357.6,357.6,487
15596,United Kingdom,2010-07-28,2011-08-31,9,8,82,1376,3130.04,347.78,100
15597,United Kingdom,2010-05-13,2011-11-04,2,2,35,393,563.37,281.68,35
15598,United Kingdom,2010-10-08,2011-10-17,2,2,32,404,548.02,274.01,53
15599,United Kingdom,2010-09-20,2011-11-13,3,3,77,1098,1250.06,416.69,26
15600,United Kingdom,2010-04-25,2010-10-07,4,4,55,657,1199.31,299.83,428
15601,United Kingdom,2009-12-01,2011-11-28,30,19,310,11061,14960.12,498.67,11
15602,United Kingdom,2009-12-02,2011-12-01,16,12,62,2349,3230.51,201.91,8
15603,United Kingdom,2010-03-01,2011-09-22,2,2,4,128,88.48,44.24,78
15604,United Kingdom,2011-10-18,2011-10-18,1,1,17,159,216.39,216.39,52
15605,United Kingdom,2010-01-14,2011-11-03,9,8,80,712,1936.8,215.2,36
15606,United Kingdom,2010-03-02,2011-10-09,17,13,84,1615,5230.99,307.71,61
15607,United Kingdom,2010-01-08,2011-01-07,9,6,95,1470,1708.97,189.89,336
15608,United Kingdom,2010-10-20,2011-11-11,5,4,93,1262,1785.98,357.2,28
15609,United Kingdom,2011-06-08,2011-06-08,1,1,16,148,298.48,298.48,184
15610,United Kingdom,2011-10-19,2011-10-19,1,1,6,66,112.46,112.46,51
15611,United Kingdom,2010-01-25,2011-11-30,24,14,42,745,2976.28,124.01,9
15612,United Kingdom,2011-10-09,2011-11-03,2,2,4,52,195.15,97.58,36
15613,United Kingdom,2010-04-08,2010-04-08,1,1,27,700,433.72,433.72,610
15614,United Kingdom,2010-03-23,2010-09-28,4,3,73,1632,3147.36,786.84,437
15615,United Kingdom,2009-12-02,2011-11-29,47,22,292,12090,21373.97,454.77,10
15616,United Kingdom,2010-09-27,2010-09-27,1,1,13,137,317.11,317.11,438
15617,United Kingdom,2010-07-20,2010-11-08,3,3,41,485,828.55,276.18,396
15618,United Kingdom,2011-07-26,2011-11-07,4,3,38,453,776.85,194.21,32
15619,United Kingdom,2011-11-29,2011-11-29,1,1,3,136,336.4,336.4,10
15620,United Kingdom,2010-10-26,2011-10-14,4,4,114,1249,1942.36,485.59,56
15621,United Kingdom,2011-11-18,2011-12-05,4,2,11,501,1293.03,323.26,4
15622,United Kingdom,2010-03-04,2011-10-27,17,10,331,4091,7852.61,461.92,43
15623,United Kingdom,2009-12-10,2011-07-21,8,8,91,1087,2437.05,304.63,141
15624,United Kingdom,2011-03-28,2011-08-15,4,4,26,357,588.13,147.03,116
15625,United Kingdom,2010-06-15,2011-08-28,9,7,106,3020,3236.4,359.6,103
15626,United Kingdom,2010-10-14,2011-09-26,3,3,73,1138,1067.52,355.84,74
15627,United Kingdom,2010-07-05,2010-09-08,2,2,23,344,566.9,283.45,457
15628,United Kingdom,2009-12-13,2011-12-05,17,15,136,3819,5652.26,332.49,4
15629,United Kingdom,2010-06-25,2010-09-15,4,3,39,1518,2240.9,560.22,450
15630,United Kingdom,2010-03-05,2011-10-25,3,3,76,987,1481.4,493.8,45
15631,United Kingdom,2010-03-07,2010-03-07,1,1,39,525,596.67,596.67,642
15632,United Kingdom,2011-03-10,2011-11-24,8,7,107,2109,3285.31,410.66,15
15633,United Kingdom,2009-12-08,2010-07-18,13,8,77,2048,4335.96,333.54,509
15634,United Kingdom,2010-11-21,2011-11-22,2,2,34,227,554.65,277.32,17
15635,United Kingdom,2010-11-09,2010-11-09,1,1,2,5,100.35,100.35,395
15636,United Kingdom,2010-05-19,2011-09-11,4,4,39,560,1444.58,361.14,89
15637,United Kingdom,2009-12-15,2011-10-18,5,5,37,651,797.59,159.52,52
15638,United Kingdom,2010-04-08,2010-11-26,6,4,20,1134,2265.2,377.53,378
15639,United Kingdom,2010-04-13,2011-07-28,3,3,61,849,1065.08,355.03,134
15640,United Kingdom,2009-12-14,2011-12-05,29,19,302,12296,23793.23,820.46,4
15641,United Kingdom,2009-12-06,2011-08-26,12,10,249,4422,5345.55,445.46,105
15642,United Kingdom,2009-12-10,2009-12-10,1,1,6,270,105.78,105.78,729
15643,United Kingdom,2011-03-02,2011-06-01,3,2,31,246,664.0,221.33,191
15644,United Kingdom,2011-03-23,2011-06-26,4,2,166,550,803.54,200.88,166
15645,United Kingdom,2010-10-10,2011-11-21,3,2,58,395,1054.75,351.58,18
15646,United Kingdom,2010-10-25,2011-07-05,5,5,65,1051,974.61,194.92,157
15647,United Kingdom,2010-10-20,2010-10-20,1,1,11,124,169.0,169.0,415
15648,United Kingdom,2011-03-17,2011-05-19,2,2,23,218,639.5,319.75,204
15649,United Kingdom,2010-11-17,2011-01-07,4,3,8,485,2170.35,542.59,336
15650,United Kingdom,2010-03-21,2010-07-06,2,2,33,210,553.88,276.94,521
15651,United Kingdom,2010-04-22,2011-11-03,5,4,52,871,1259.06,251.81,36
15652,United Kingdom,2010-08-11,2011-09-09,5,4,93,657,1405.94,281.19,91
15653,United Kingdom,2011-08-16,2011-09-08,2,2,4,1200,877.44,438.72,92
15654,United Kingdom,2011-11-13,2011-11-30,2,1,15,475,922.53,461.26,9
15655,United Kingdom,2011-04-10,2011-04-10,1,1,34,324,560.67,560.67,243
15656,United Kingdom,2011-02-28,2011-10-25,4,4,46,343,748.5,187.12,45
15657,United Kingdom,2011-11-17,2011-11-17,1,1,1,24,30.0,30.0,22
15658,United Kingdom,2009-12-03,2011-06-02,8,8,79,691,2423.47,302.93,190
15659,United Kingdom,2010-02-24,2011-10-27,3,3,14,161,532.49,177.5,43
15660,United Kingdom,2010-02-05,2011-11-14,15,12,73,1893,2812.99,187.53,25
15661,United Kingdom,2010-05-10,2011-01-26,8,7,27,779,1215.95,151.99,317
15662,United Kingdom,2009-12-01,2010-02-16,2,2,12,145,283.73,141.86,661
15663,United Kingdom,2011-08-25,2011-08-25,1,1,9,106,138.14,138.14,106
15664,United Kingdom,2010-02-28,2011-10-20,4,4,53,524,1231.53,307.88,50
15665,United Kingdom,2010-03-14,2011-06-24,5,5,163,2777,3987.07,797.41,168
15666,United Kingdom,2010-08-01,2010-08-24,2,1,62,469,632.94,316.47,472
15667,United Kingdom,2011-10-31,2011-10-31,1,1,13,240,301.32,301.32,39
15668,United Kingdom,2011-05-06,2011-05-06,1,1,1,72,76.32,76.32,217
15669,United Kingdom,2011-03-21,2011-10-30,4,4,31,342,684.34,171.08,40
15670,United Kingdom,2010-06-01,2011-02-16,2,2,19,132,325.2,162.6,296
15671,United Kingdom,2011-03-14,2011-11-21,7,5,52,1699,2657.13,379.59,18
15672,United Kingdom,2009-12-14,2009-12-14,1,1,3,10,45.3,45.3,725
15673,United Kingdom,2010-02-22,2011-09-12,9,9,177,3274,6204.32,689.37,88
15674,United Kingdom,2009-12-08,2011-09-27,12,11,261,3647,6613.52,551.13,73
15675,United Kingdom,2010-10-31,2011-09-19,4,4,32,624,542.04,135.51,81
15676,United Kingdom,2011-03-01,2011-11-21,3,2,191,2252,3435.76,1145.25,18
15677,United Kingdom,2010-09-02,2011-10-21,3,3,63,675,1305.63,435.21,49
15678,United Kingdom,2010-07-05,2011-10-18,3,3,77,1022,1825.94,608.65,52
15679,United Kingdom,2011-06-10,2011-11-15,4,3,98,1170,781.28,195.32,24
15680,United Kingdom,2009-12-02,2011-11-30,10,10,155,3074,4507.58,450.76,9
15681,United Kingdom,2010-05-24,2011-11-14,14,8,48,1392,2989.7,213.55,25
15682,United Kingdom,2010-01-21,2010-04-19,2,2,25,222,318.24,159.12,599
15683,United Kingdom,2010-08-23,2011-08-14,2,2,25,332,524.54,262.27,117
15684,United Kingdom,2009-12-04,2010-06-10,3,3,9,77,173.95,57.98,547
15685,United Kingdom,2010-09-15,2010-09-15,1,1,17,36,55.98,55.98,450
15686,United Kingdom,2010-10-15,2010-10-15,1,1,1,72,90.0,90.0,420
15687,United Kingdom,2011-01-13,2011-12-01,9,7,119,1310,2993.1,332.57,8
15688,United Kingdom,2010-10-17,2010-10-17,1,1,26,95,190.57,190.57,418
15689,United Kingdom,2010-04-01,2011-08-12,3,3,20,207,521.03,173.68,119
15690,United Kingdom,2011-08-31,2011-12-05,2,2,19,408,239.76,119.88,4
15691,United Kingdom,2009-12-06,2011-04-01,4,4,12,212,571.3,142.82,252
15692,United Kingdom,2011-11-11,2011-11-11,1,1,12,138,191.04,191.04,28
15693,United Kingdom,2010-02-18,2010-02-18,1,1,1,30,37.5,37.5,659
15694,United Kingdom,2009-12-07,2011-12-09,23,16,54,2657,10795.81,469.38,0
15695,United Kingdom,2010-01-27,2011-03-18,4,3,55,484,1131.04,282.76,266
15696,United Kingdom,2010-01-24,2011-11-06,13,10,163,1386,3881.22,298.56,33
15697,United Kingdom,2010-01-19,2010-01-19,1,1,14,127,246.75,246.75,689
15698,United Kingdom,2010-03-25,2010-03-25,1,1,2,60,46.2,46.2,624
15699,United Kingdom,2011-11-22,2011-11-22,1,1,18,113,309.65,309.65,17
15700,United Kingdom,2011-06-19,2011-06-20,2,1,85,357,696.68,348.34,172
15701,United Kingdom,2011-08-21,2011-12-07,4,4,193,912,1529.0,382.25,2
15702,Nigeria,2010-08-20,2010-08-20,1,1,29,102,112.57,112.57,476
15703,United Kingdom,2011-03-20,2011-03-20,1,1,5,66,211.5,211.5,264
15704,United Kingdom,2010-05-05,2011-07-22,6,5,129,1709,3734.66,622.44,140
15705,United Kingdom,2011-05-22,2011-05-22,1,1,6,62,143.1,143.1,201
15706,United Kingdom,2011-08-15,2011-10-07,4,3,50,321,1060.56,265.14,63
15707,United Kingdom,2011-09-14,2011-11-04,4,3,126,594,916.98,229.24,35
15708,United Kingdom,2010-10-10,2011-10-30,9,8,135,1586,4204.44,467.16,40
15709,United Kingdom,2010-04-29,2011-03-01,2,2,26,169,327.85,163.92,283
15710,United Kingdom,2010-10-18,2010-10-18,1,1,110,641,898.87,898.87,417
15711,United Kingdom,2010-01-24,2010-06-01,2,2,25,199,420.25,210.12,556
15712,United Kingdom,2009-12-01,2011-11-30,12,12,86,1277,3472.41,289.37,9
15713,United Kingdom,2009-12-16,2011-07-19,4,4,48,510,1010.79,252.7,143
15714,United Kingdom,2010-06-02,2011-11-28,5,4,45,361,783.96,156.79,11
15715,United Kingdom,2010-03-30,2010-06-02,5,3,33,246,658.02,131.6,555
15716,United Kingdom,2009-12-07,2011-07-17,11,11,187,1802,3012.14,273.83,145
15717,United Kingdom,2010-04-26,2011-04-19,5,5,17,224,607.0,121.4,234
15718,United Kingdom,2010-06-17,2010-06-17,1,1,18,95,293.79,293.79,540
15719,United Kingdom,2009-12-01,2011-11-07,31,23,448,5355,10194.32,328.85,32
15720,United Kingdom,2010-06-07,2011-11-15,2,2,152,327,739.22,369.61,24
15721,United Kingdom,2011-11-28,2011-11-28,1,1,80,388,471.4,471.4,11
15722,United Kingdom,2010-03-09,2011-11-04,11,8,91,2279,5234.0,475.82,35
15723,United Kingdom,2010-05-14,2010-12-10,4,4,108,427,930.7,232.68,364
15724,United Kingdom,2010-11-04,2011-05-22,3,3,17,117,310.85,103.62,201
15725,United Kingdom,2011-11-24,2011-11-24,1,1,32,221,415.25,415.25,15
15726,United Kingdom,2010-11-14,2010-11-14,1,1,23,123,321.91,321.91,390
15727,United Kingdom,2010-01-24,2011-11-23,15,13,426,5908,9371.71,624.78,16
15728,United Kingdom,2010-09-21,2010-11-25,2,2,10,132,544.6,272.3,379
15729,United Kingdom,2010-11-01,2011-05-11,3,2,10,47,192.55,64.18,212
15730,United Kingdom,2010-10-04,2011-10-05,5,5,102,1061,1726.58,345.32,65
15731,United Kingdom,2010-06-04,2010-06-04,1,1,8,122,125.3,125.3,553
15732,United Kingdom,2010-02-04,2011-05-11,10,6,53,1361,1682.07,168.21,212
15733,United Kingdom,2011-03-02,2011-03-02,1,1,10,62,162.3,162.3,282
15734,United Kingdom,2010-06-10,2011-08-17,4,4,36,516,2263.3,565.83,114
15735,United Kingdom,2010-10-14,2010-10-14,1,1,19,206,327.68,327.68,421
15736,United Kingdom,2010-09-30,2010-09-30,2,1,95,1208,1767.12,883.56,435
15737,United Kingdom,2011-04-11,2011-11-25,8,5,60,597,1188.12,148.51,14
15738,United Kingdom,2009-12-10,2011-11-21,41,23,70,9285,13372.97,326.17,18
15739,United Kingdom,2011-10-04,2011-10-04,1,1,8,472,449.12,449.12,66
15740,United Kingdom,2011-10-21,2011-10-21,1,1,9,152,154.88,154.88,49
15741,United Kingdom,2010-03-31,2010-09-07,2,2,11,70,208.62,104.31,458
15742,United Kingdom,2010-03-30,2010-03-30,1,1,41,51,156.87,156.87,619
15743,United Kingdom,2011-06-08,2011-11-23,4,3,59,214,775.96,193.99,16
15744,United Kingdom,2011-09-23,2011-09-23,1,1,3,120,34.8,34.8,77
15745,United Kingdom,2011-04-17,2011-11-20,4,3,57,421,1094.59,273.65,19
15746,United Kingdom,2011-07-28,2011-07-28,1,1,28,178,196.88,196.88,134
15747,United Kingdom,2010-01-18,2011-11-27,9,9,116,1344,2499.81,277.76,12
15748,United Kingdom,2010-09-16,2011-10-30,3,2,34,261,609.81,203.27,40
15749,United Kingdom,2011-01-11,2011-04-18,3,2,5,18028,44534.3,14844.77,235
15750,United Kingdom,2009-12-01,2011-12-07,18,12,388,4588,6793.51,377.42,2
15751,United Kingdom,2009-12-06,2010-09-05,11,6,90,443,1380.44,125.49,460
15752,United Kingdom,2010-09-08,2011-10-31,9,9,359,2945,4184.56,464.95,39
15753,United Kingdom,2011-02-08,2011-02-08,1,1,1,144,79.2,79.2,304
15754,United Kingdom,2010-02-22,2011-10-19,9,8,114,1762,3037.61,337.51,51
15755,United Kingdom,2009-12-04,2011-11-29,17,15,281,4034,5993.12,352.54,10
15756,United Kingdom,2011-04-04,2011-10-09,4,4,160,241,528.01,132.0,61
15757,United Kingdom,2010-06-10,2011-10-05,6,6,162,1757,2940.36,490.06,65
15758,United Kingdom,2011-11-15,2011-11-15,1,1,9,47,205.25,205.25,24
15759,United Kingdom,2009-12-02,2011-05-05,7,7,10,523,830.93,118.7,218
15761,United Kingdom,2010-09-23,2010-09-23,1,1,5,31,143.05,143.05,442
15762,United Kingdom,2011-09-23,2011-10-05,2,2,37,251,583.75,291.88,65
15763,United Kingdom,2011-09-23,2011-11-08,2,2,58,271,1086.92,543.46,31
15764,United Kingdom,2010-08-18,2011-09-12,8,6,187,2945,4503.08,562.88,88
15765,United Kingdom,2010-02-11,2010-02-11,1,1,25,335,370.63,370.63,666
15766,United Kingdom,2010-01-26,2011-10-06,3,3,21,334,831.06,277.02,64
15768,United Kingdom,2009-12-03,2011-08-16,34,12,437,4215,15308.89,450.26,115
15769,United Kingdom,2009-12-11,2011-12-02,46,25,26,49104,88704.32,1928.35,7
15770,United Kingdom,2010-04-06,2010-04-06,1,1,18,67,321.45,321.45,612
15771,United Kingdom,2010-01-15,2010-04-14,3,2,26,512,1006.54,335.51,604
15772,United Kingdom,2010-10-17,2010-10-17,1,1,16,110,280.88,280.88,418
15773,United Kingdom,2010-10-26,2011-12-04,2,2,46,410,774.52,387.26,5
15774,United Kingdom,2010-02-21,2011-10-02,6,6,87,464,1287.09,214.52,68
15775,United Kingdom,2010-03-18,2011-04-08,2,2,9,260,150.5,75.25,245
15776,United Kingdom,2011-07-29,2011-07-29,1,1,18,138,241.62,241.62,133
15777,United Kingdom,2010-05-20,2011-04-12,7,6,29,599,1762.61,251.8,241
15778,United Kingdom,2010-10-04,2010-10-04,1,1,17,101,307.95,307.95,431
15779,United Kingdom,2010-06-25,2010-09-02,2,2,8,20,124.08,62.04,463
15780,United Kingdom,2010-12-17,2011-06-09,3,3,26,220,475.28,158.43,183
15781,United Kingdom,2011-02-07,2011-11-14,3,3,20,180,345.46,115.15,25
15782,United Kingdom,2010-10-05,2011-11-30,4,4,51,1844,4014.1,1003.52,9
15783,United Kingdom,2011-11-29,2011-11-29,1,1,14,212,246.3,246.3,10
15784,United Kingdom,2010-02-05,2010-08-29,2,2,33,381,848.33,424.16,467
15785,United Kingdom,2009-12-15,2011-11-07,16,12,102,4479,5969.93,373.12,32
15786,United Kingdom,2010-06-21,2011-10-24,5,4,358,5957,8501.62,1700.32,46
15787,United Kingdom,2011-10-09,2011-11-13,3,2,156,534,933.26,311.09,26
15788,United Kingdom,2010-07-19,2010-07-19,1,1,14,115,221.83,221.83,508
15789,United Kingdom,2010-03-26,2010-12-16,6,5,110,2499,1962.01,327.0,358
15790,United Kingdom,2011-11-29,2011-11-29,1,1,34,113,218.75,218.75,10
15791,United Kingdom,2010-03-08,2011-10-27,5,5,121,1970,3608.34,721.67,43
15792,United Kingdom,2010-03-31,2010-11-05,2,2,57,606,933.84,466.92,399
15793,United Kingdom,2009-12-01,2011-11-25,8,8,12,1685,2399.57,299.95,14
15794,United Kingdom,2009-12-02,2009-12-03,2,1,15,288,777.0,388.5,736
15795,United Kingdom,2010-01-18,2011-07-13,8,6,111,1411,1979.87,247.48,149
15796,United Kingdom,2010-03-31,2011-12-08,17,14,137,1732,5170.63,304.15,1
15797,United Kingdom,2010-01-27,2011-08-18,5,5,11,1280,2806.08,561.22,113
15798,United Kingdom,2010-01-27,2010-08-04,3,3,73,915,1535.37,511.79,492
15799,United Kingdom,2010-10-17,2011-09-25,4,4,143,1341,1421.34,355.34,75
15800,United Kingdom,2010-03-31,2011-08-24,7,4,198,575,1227.07,175.3,107
15801,United Kingdom,2011-08-22,2011-10-24,3,2,61,570,1063.95,354.65,46
15803,United Kingdom,2010-02-01,2011-10-19,4,3,48,1030,1929.66,482.42,51
15804,United Kingdom,2011-05-25,2011-12-09,13,8,170,2565,4206.39,323.57,0
15805,United Kingdom,2009-12-10,2011-11-16,30,16,337,6205,10148.93,338.3,23
15806,United Kingdom,2011-03-08,2011-10-24,3,3,24,602,784.58,261.53,46
15807,United Kingdom,2010-02-11,2011-10-20,5,4,85,1532,1817.52,363.5,50
15808,United Kingdom,2009-12-01,2011-02-06,21,14,348,7080,18133.3,863.49,306
15809,United Kingdom,2010-06-22,2011-11-03,7,7,51,700,1274.44,182.06,36
15810,United Kingdom,2010-02-04,2011-09-22,8,8,89,1653,2999.04,374.88,78
15811,United Kingdom,2010-11-16,2011-11-17,7,6,204,1828,3682.4,526.06,22
15812,United Kingdom,2009-12-15,2011-08-24,12,12,87,3450,5201.47,433.46,107
15813,United Kingdom,2011-04-14,2011-05-16,2,2,40,603,1303.91,651.96,207
15814,United Kingdom,2010-04-15,2011-11-23,6,4,83,1728,2634.44,439.07,16
15815,United Kingdom,2011-03-25,2011-10-07,5,5,33,1856,2100.6,420.12,63
15816,United Kingdom,2010-06-15,2010-06-15,2,1,11,54,144.15,72.08,542
15817,United Kingdom,2010-06-14,2010-10-15,3,3,133,1596,2766.4,922.13,420
15818,United Kingdom,2010-04-30,2010-04-30,1,1,11,284,340.5,340.5,588
15819,United Kingdom,2010-03-18,2011-10-21,10,8,182,2928,3934.79,393.48,49
15820,United Kingdom,2011-01-24,2011-01-24,1,1,17,128,206.98,206.98,319
15821,United Kingdom,2011-10-09,2011-10-26,2,1,57,202,570.96,285.48,44
15822,United Kingdom,2009-12-06,2011-12-06,6,6,46,950,1840.06,306.68,3
15823,United Kingdom,2009-12-08,2009-12-10,2,1,154,1773,3867.17,1933.58,729
15824,United Kingdom,2010-06-25,2010-09-12,2,2,24,478,890.94,445.47,453
15825,United Kingdom,2011-06-20,2011-06-20,1,1,20,220,532.94,532.94,172
15826,United Kingdom,2010-05-20,2011-10-14,4,3,100,1824,2598.28,649.57,56
15827,United Kingdom,2010-01-08,2011-09-27,28,18,124,1824,3794.07,135.5,73
15828,United Kingdom,2010-11-29,2010-11-29,1,1,74,367,1108.82,1108.82,375
15829,United Kingdom,2011-07-22,2011-09-01,2,2,44,996,636.14,318.07,99
15830,United Kingdom,2011-11-02,2011-11-02,1,1,39,415,576.0,576.0,37
15831,United Kingdom,2011-01-19,2011-10-12,3,3,63,1092,794.64,264.88,58
15832,United Kingdom,2011-03-30,2011-03-30,1,1,54,465,836.79,836.79,254
15833,United Kingdom,2009-12-02,2009-12-02,1,1,5,24,80.4,80.4,737
15834,United Kingdom,2010-10-11,2011-09-30,7,5,332,1813,3761.89,537.41,70
15835,United Kingdom,2011-01-13,2011-10-26,4,4,47,439,954.09,238.52,44
15836,United Kingdom,2011-10-20,2011-10-20,1,1,10,26,137.37,137.37,50
15837,United Kingdom,2010-08-11,2011-10-06,2,2,52,405,777.01,388.5,64
15838,United Kingdom,2009-12-15,2011-11-28,34,18,61,64664,74163.0,2181.26,11
15839,United Kingdom,2011-07-14,2011-11-06,3,3,56,675,1048.49,349.5,33
15840,United Kingdom,2011-06-20,2011-10-12,2,2,26,396,355.56,177.78,58
15841,United Kingdom,2009-12-10,2011-09-28,9,7,60,2391,2742.41,304.71,72
15842,United Kingdom,2010-06-30,2010-11-11,2,2,24,296,548.8,274.4,393
15843,United Kingdom,2011-02-09,2011-02-09,1,1,8,27,118.95,118.95,303
15844,United Kingdom,2011-10-24,2011-10-24,1,1,11,134,130.74,130.74,46
15845,United Kingdom,2010-01-26,2011-11-22,11,10,129,2128,4426.28,402.39,17
15846,United Kingdom,2010-11-19,2010-11-19,1,1,27,79,107.01,107.01,385
15847,United Kingdom,2010-03-08,2011-11-01,5,5,39,643,822.57,164.51,38
15848,United Kingdom,2010-03-28,2010-03-28,1,1,34,45,137.99,137.99,621
15850,United Kingdom,2009-12-13,2011-11-20,6,5,269,1334,1006.75,167.79,19
15851,United Kingdom,2010-07-01,2010-07-01,1,1,8,67,109.73,109.73,526
15852,United Kingdom,2010-07-01,2011-06-06,3,3,31,60,257.26,85.75,186
15853,United Kingdom,2011-10-19,2011-10-19,1,1,29,135,110.8,110.8,51
15854,United Kingdom,2009-12-10,2011-12-05,21,16,168,1691,5578.28,265.63,4
15855,United Kingdom,2010-08-20,2011-07-26,6,6,72,712,1052.72,175.45,136
15856,United Kingdom,2009-12-03,2011-12-05,52,23,383,20222,33846.01,650.88,4
15857,United Kingdom,2010-10-05,2011-11-21,2,2,21,584,570.48,285.24,18
15858,United Kingdom,2009-12-10,2011-11-24,13,11,273,2914,3936.34,302.8,15
15859,United Kingdom,2010-10-03,2010-10-03,1,1,22,174,438.46,438.46,432
15860,United Kingdom,2009-12-06,2011-10-30,17,11,248,1330,2461.46,144.79,40
15861,United Kingdom,2010-01-28,2011-11-27,12,8,451,3833,4360.9,363.41,12
15862,United Kingdom,2009-12-17,2011-12-01,13,9,416,1639,2861.37,220.11,8
15863,United Kingdom,2009-12-17,2011-11-14,5,5,74,162,355.1,71.02,25
15864,United Kingdom,2010-11-23,2011-11-17,7,6,18,1486,2180.76,311.54,22
15865,United Kingdom,2010-01-05,2011-10-30,5,5,119,1141,2241.42,448.28,40
15866,United Kingdom,2011-08-30,2011-08-30,1,1,43,124,211.89,211.89,101
15867,United Kingdom,2009-12-14,2011-12-04,31,22,546,5015,8981.52,289.73,5
15868,United Kingdom,2010-05-05,2010-05-05,1,1,4,57,94.53,94.53,583
15869,United Kingdom,2010-03-23,2011-03-07,3,2,29,273,321.11,107.04,277
15870,United Kingdom,2010-09-19,2011-11-07,4,3,127,504,857.46,214.36,32
15871,United Kingdom,2010-09-28,2010-09-28,1,1,5,5,33.1,33.1,437
15872,United Kingdom,2010-06-07,2011-11-25,4,3,164,467,729.25,182.31,14
15873,United Kingdom,2010-07-27,2010-07-28,4,1,3,1152,313.92,78.48,499
15874,United Kingdom,2010-01-07,2011-10-07,21,14,262,5102,11284.76,537.37,63
15875,United Kingdom,2010-03-03,2010-03-03,1,1,18,74,108.52,108.52,646
15876,United Kingdom,2010-09-17,2010-10-26,2,2,11,886,1449.14,724.57,409
15877,United Kingdom,2011-11-22,2011-12-08,2,2,122,368,490.33,245.16,1
15878,United Kingdom,2009-12-06,2010-05-27,2,2,47,243,330.77,165.38,561
15879,United Kingdom,2009-12-17,2010-10-31,4,4,171,639,1137.8,284.45,404
15880,United Kingdom,2010-12-05,2010-12-05,1,1,95,404,658.06,658.06,369
15881,United Kingdom,2010-12-10,2011-01-31,5,2,26,260,501.39,100.28,312
15882,United Kingdom,2009-12-10,2011-05-25,8,6,48,790,1491.42,186.43,198
15883,United Kingdom,2011-11-06,2011-12-07,2,2,42,223,396.48,198.24,2
15884,United Kingdom,2009-12-03,2010-10-03,2,2,14,152,244.6,122.3,432
15885,United Kingdom,2010-01-21,2011-09-07,13,10,81,620,1921.82,147.83,93
15886,United Kingdom,2010-04-20,2011-10-10,4,3,58,667,1052.87,263.22,60
15887,United Kingdom,2010-06-02,2010-10-29,3,3,27,605,1027.15,342.38,406
15888,United Kingdom,2010-07-01,2011-09-20,3,3,32,130,423.49,141.16,80
15889,United Kingdom,2009-12-10,2011-07-06,8,6,255,930,1675.72,209.46,156
15890,United Kingdom,2010-04-14,2010-11-10,5,2,10,119,535.65,107.13,394
15891,United Kingdom,2011-04-27,2011-04-27,1,1,59,417,509.13,509.13,226
15892,United Kingdom,2010-02-08,2010-02-08,1,1,38,46,128.2,128.2,669
15893,United Kingdom,2010-08-15,2010-08-15,1,1,1,288,305.28,305.28,481
15894,United Kingdom,2010-12-05,2011-03-31,2,2,34,273,408.39,204.2,253
15895,United Kingdom,2011-07-13,2011-07-13,1,1,11,94,179.17,179.17,149
15897,United Kingdom,2011-05-29,2011-05-29,2,1,17,223,208.59,104.3,194
15898,United Kingdom,2009-12-11,2011-12-08,25,15,280,2384,5509.34,220.37,1
15899,United Kingdom,2010-12-06,2010-12-06,1,1,4,78,112.5,112.5,368
15900,United Kingdom,2010-05-26,2011-11-16,4,3,100,656,886.57,221.64,23
15901,United Kingdom,2010-06-14,2011-11-23,6,5,144,686,667.89,111.32,16
15902,United Kingdom,2010-11-24,2010-11-24,1,1,18,124,145.01,145.01,380
15903,United Kingdom,2010-01-14,2011-11-30,12,8,58,3926,8939.84,744.99,9
15904,United Kingdom,2011-12-01,2011-12-01,1,1,30,84,164.68,164.68,8
15905,United Kingdom,2010-06-14,2010-06-14,1,1,22,82,114.69,114.69,543
15906,United Kingdom,2010-09-15,2011-11-20,10,8,143,749,2530.19,253.02,19
15907,United Kingdom,2011-05-13,2011-12-06,3,3,174,477,881.87,293.96,3
15908,United Kingdom,2010-07-15,2010-08-06,2,2,37,173,758.62,379.31,490
15909,United Kingdom,2011-06-19,2011-06-19,1,1,7,98,191.94,191.94,173
